"id","titulo","anio","pais","idioma","duracion","presupuesto","ingresos_mundiales","ingresos_usa","calificacion_promedio","num_votos","genero","ingresos_internacionales","idioma_ingles","pais_fuerte","duracion_cuadrado","outlier_presupuesto","outlier_ingresos","outlier_duracion","log_presupuesto","log_ingresos_int","roi","ratio_ingreso_presupuesto","categoria_presupuesto","decada"
"tt1634122","Johnny English - La rinascita",2011,"UK, France, USA","English",101,4.5e+07,160078586,8305970,6.3,117884,"Action, Adventure, Comedy",151772616,1,0,10201,FALSE,FALSE,FALSE,17.6221730699568,18.8378940179845,2.3727248,3.3727248,"Medio","2010s"
"tt1634136","Violet & Daisy",2011,"USA","English",88,8e+06,108139,17186,6.1,11892,"Action, Comedy, Crime",90953,1,1,7744,FALSE,FALSE,FALSE,15.8949522246441,11.4181091631881,-0.988630875,0.011369125,"Bajo","2010s"
"tt1636826","Project X - Una festa che spacca",2012,"USA","English",88,1.2e+07,102731865,54731865,6.6,186132,"Comedy",4.8e+07,1,1,7744,FALSE,FALSE,FALSE,16.3004172910856,17.6867115897055,3,4,"Medio","2010s"
"tt1637688","In Time",2011,"USA","English",109,4e+07,173930596,37520095,6.7,363670,"Action, Sci-Fi, Thriller",136410501,1,1,11881,FALSE,FALSE,FALSE,17.5043900370782,18.7311792945446,2.410262525,3.410262525,"Medio","2010s"
"tt1637706","Quell'idiota di nostro fratello",2011,"USA","English",90,5e+06,25804448,24816118,6.4,82978,"Comedy, Drama",988330,1,1,8100,FALSE,FALSE,FALSE,15.4249486703984,13.8037729408662,-0.802334,0.197666,"Bajo","2010s"
"tt1637725","Ted",2012,"USA","English",106,5e+07,549368315,218815487,6.9,562136,"Comedy",330552828,1,1,11236,FALSE,TRUE,FALSE,17.7275335833924,19.6162770501704,5.61105656,6.61105656,"Alto","2010s"
"tt1638355","Operazione U.N.C.L.E.",2015,"USA, UK","English",116,7.5e+07,107045109,45445109,7.3,262622,"Action, Adventure, Comedy",61600000,1,0,13456,FALSE,FALSE,FALSE,18.1329986848339,17.9361724447375,-0.178666666666667,0.821333333333333,"Alto","2010s"
"tt1640459","Hobo with a Shotgun",2011,"Canada","English",86,3e+06,748453,703372,6.1,43537,"Action, Comedy, Horror",45081,1,1,7396,FALSE,FALSE,FALSE,14.9141231799657,10.7162383327419,-0.984973,0.015027,"Bajo","2010s"
"tt1640548","Rampart",2011,"USA","English",108,1.2e+07,1567905,972512,5.8,22895,"Crime, Drama",595393,1,1,11664,FALSE,FALSE,FALSE,16.3004172910856,13.2969786502541,-0.950383916666667,0.0496160833333333,"Medio","2010s"
"tt1645170","Il dittatore",2012,"USA","English",83,6.5e+07,179379533,59650222,6.4,268038,"Comedy",119729311,1,1,6889,FALSE,FALSE,FALSE,17.9898978432445,18.6007440194141,0.8419894,1.8419894,"Alto","2010s"
"tt1646959","Kim Bok-nam salinsageonui jeonmal",2010,"South Korea","Korean",115,7e+05,1129687,NA,7.3,12982,"Drama, Horror, Thriller",677812.2,0,1,13225,FALSE,FALSE,FALSE,13.458837042596,13.4266270127368,-0.0316968571428572,0.968303142857143,"Bajo","2010s"
"tt1646971","Dragon Trainer 2",2014,"USA","English",102,1.45e+08,621537519,177002924,7.8,298406,"Animation, Action, Adventure",444534595,1,1,10404,FALSE,TRUE,FALSE,18.7922443072814,19.9125384411606,2.06575582758621,3.06575582758621,"Muy Alto","2010s"
"tt1646980","The Double",2011,"USA, United Arab Emirates","English",98,13500000,4729855,137921,5.9,28276,"Action, Drama, Thriller",4591934,1,0,9604,FALSE,FALSE,FALSE,16.4182003174827,15.3398120618291,-0.659856740740741,0.340143259259259,"Medio","2010s"
"tt1646987","La furia dei titani",2012,"Spain, USA","English",99,1.5e+08,301970083,83670083,5.7,179356,"Action, Adventure, Fantasy",218300000,1,0,9801,FALSE,FALSE,FALSE,18.8261458587272,19.201380826101,0.455333333333333,1.45533333333333,"Muy Alto","2010s"
"tt1647668","Million Dollar Arm",2014,"USA","English",124,2.5e+07,38483455,36457627,7,42861,"Biography, Drama, Sport",2025828,1,1,15376,FALSE,FALSE,FALSE,17.0343864228325,14.5214895574646,-0.91896688,0.08103312,"Medio","2010s"
"tt1648179","Colpi da maestro",2012,"USA","English",105,4.2e+07,73100172,45290318,6.4,84767,"Action, Comedy, Sport",27809854,1,1,11025,FALSE,FALSE,FALSE,17.5531802000572,17.1409010122447,-0.337860619047619,0.662139380952381,"Medio","2010s"
"tt1648190","La torre nera",2017,"USA","English",95,6e+07,113231078,50701325,5.6,123916,"Action, Adventure, Fantasy",62529753,1,1,9025,FALSE,FALSE,FALSE,17.909855136853,17.9511530654241,0.04216255,1.04216255,"Alto","2010s"
"tt1649419","The Impossible",2012,"Spain, Thailand, USA","English",114,4.5e+07,198087212,19019882,7.6,192273,"Drama, History, Thriller",179067330,1,0,12996,FALSE,FALSE,FALSE,17.6221730699568,19.003272443916,2.979274,3.979274,"Medio","2010s"
"tt1649444","[Rec]Â³ - La genesi",2012,"Spain","Spanish",80,6400000,11019975,9600,5,32688,"Action, Adventure, Comedy",11010375,0,1,6400,FALSE,FALSE,FALSE,15.6718087045799,16.2143486588878,0.72037109375,1.72037109375,"Bajo","2010s"
"tt1650043","Diario di una schiappa 2",2011,"USA","English",100,2.1e+07,72526996,52698535,6.5,25466,"Comedy, Family",19828461,1,1,10000,FALSE,FALSE,FALSE,16.8600330433067,16.8026289382344,-0.0557875714285714,0.944212428571429,"Medio","2010s"
"tt1650062","Super 8",2011,"USA","English",112,5e+07,260095986,127004179,7,334427,"Action, Adventure, Sci-Fi",133091807,1,1,12544,FALSE,FALSE,FALSE,17.7275335833924,18.7065497337627,1.66183614,2.66183614,"Alto","2010s"
"tt1650554","Kick-Ass 2",2013,"UK, USA, Japan","English",103,2.8e+07,60795985,28795985,6.5,250881,"Action, Comedy, Crime",3.2e+07,1,0,10609,FALSE,FALSE,FALSE,17.1477151038538,17.281246492014,0.142857142857143,1.14285714285714,"Medio","2010s"
"tt1655441","Adaline - L'eterna giovinezza",2015,"USA, Canada","English",112,2.5e+07,65663276,42629776,7.2,150664,"Drama, Fantasy, Romance",23033500,1,0,12544,FALSE,FALSE,FALSE,17.0343864228325,16.9524602793486,-0.07866,0.92134,"Medio","2010s"
"tt1655442","The Artist",2011,"France, Belgium, USA","English",100,1.5e+07,133432856,44671682,7.9,227320,"Comedy, Drama, Romance",88761174,1,0,10000,FALSE,FALSE,FALSE,16.5235608257331,18.3014598938861,4.9174116,5.9174116,"Medio","2010s"
"tt1656186","Stolen",2012,"USA","English",96,3.5e+07,17415418,304318,5.5,42715,"Action, Crime, Thriller",17111100,1,1,9216,FALSE,FALSE,FALSE,17.3708586480251,16.6552379921324,-0.511111428571429,0.488888571428571,"Medio","2010s"
"tt1656190","Safe",2012,"USA","English",94,3e+07,41564670,17142080,6.5,101557,"Action, Crime, Thriller",24422590,1,1,8836,FALSE,FALSE,FALSE,17.2167079729598,17.0110191225746,-0.185913666666667,0.814086333333333,"Medio","2010s"
"tt1657507","Colombiana",2011,"France, Mexico, USA, Canada","English",108,4e+07,71508440,36665854,6.4,92462,"Action, Drama, Thriller",34842586,1,0,11664,FALSE,FALSE,FALSE,17.5043900370782,17.3663509609232,-0.12893535,0.87106465,"Medio","2010s"
"tt1658801","Freeheld: Amore, giustizia, uguaglianza",2015,"USA, UK, France","English",103,7e+06,1474471,573335,6.6,11431,"Biography, Drama, Romance",901136,1,0,10609,FALSE,FALSE,FALSE,15.7614208498767,13.7114125783057,-0.871266285714286,0.128733714285714,"Bajo","2010s"
"tt1659337","Noi siamo infinito",2012,"USA","English",103,1.3e+07,33384127,17742948,8,451711,"Drama, Romance",15641179,1,1,10609,FALSE,FALSE,FALSE,16.3804599923489,16.5654177378057,0.203167615384615,1.20316761538462,"Medio","2010s"
"tt1659343","Universal Soldier - Il giorno del giudizio",2012,"USA","English",114,1e+07,1402307,5460,5,19021,"Action, Horror, Mystery",1396847,1,1,12996,FALSE,FALSE,FALSE,16.1180957509583,14.1497288277382,-0.8603153,0.1396847,"Medio","2010s"
"tt1661199","Cenerentola",2015,"USA, UK","English",105,9.5e+07,542351353,201151353,6.9,155645,"Drama, Family, Fantasy",341200000,1,0,11025,FALSE,TRUE,FALSE,18.3693874600911,19.6479793765126,2.59157894736842,3.59157894736842,"Alto","2010s"
"tt1661382","Il grande match",2013,"USA","English",113,4e+07,44907260,29807260,6.4,56932,"Comedy, Drama, Sport",15100000,1,1,12769,FALSE,FALSE,FALSE,17.5043900370782,16.5302053680103,-0.6225,0.3775,"Medio","2010s"
"tt1661820","Cut Bank",2014,"USA","English",93,5e+06,288591,NA,6.1,10863,"Crime, Drama, Thriller",173154.6,1,1,8649,FALSE,FALSE,FALSE,15.4249486703984,12.0619458912077,-0.96536908,0.03463092,"Bajo","2010s"
"tt1663143","Fun Size",2012,"USA","English",86,1.4e+07,11417362,9409538,5.4,13520,"Adventure, Comedy",2007824,1,1,7396,FALSE,FALSE,FALSE,16.4545679590081,14.5125626046014,-0.856584,0.143416,"Medio","2010s"
"tt1663202","Revenant - Redivivo",2015,"USA, Hong Kong, Taiwan","English",156,1.35e+08,532950503,183637894,8,684961,"Action, Adventure, Drama",349312609,1,0,24336,FALSE,TRUE,FALSE,18.7207853438101,19.6714778098984,1.58750080740741,2.58750080740741,"Muy Alto","2010s"
"tt1663207","Life of Crime: Scambio a sorpresa",2013,"USA","English",98,1.2e+07,1456675,265452,5.8,16923,"Comedy, Crime",1191223,1,1,9604,FALSE,FALSE,FALSE,16.3004172910856,13.9904919078991,-0.900731416666667,0.0992685833333333,"Medio","2010s"
"tt1663662","Pacific Rim",2013,"USA","English",131,1.9e+08,411002906,101802906,6.9,459808,"Action, Adventure, Sci-Fi",309200000,1,1,17161,TRUE,TRUE,FALSE,19.0625346353879,19.5494988779117,0.627368421052632,1.62736842105263,"Muy Alto","2010s"
"tt1666185","All Eyez on Me",2017,"USA","English",139,4e+07,55668698,44922302,5.8,20641,"Biography, Drama, Music",10746396,1,1,19321,FALSE,FALSE,FALSE,17.5043900370782,16.1900810935676,-0.7313401,0.2686599,"Medio","2010s"
"tt1666186","Mordimi",2010,"USA","English",82,2e+07,80547866,36661504,3.4,46018,"Comedy",43886362,1,1,6724,FALSE,FALSE,FALSE,16.8112428815183,17.5971141919743,1.1943181,2.1943181,"Medio","2010s"
"tt1666801","L'A.S.S.O. nella manica",2015,"USA","English",101,8500000,43709744,34030343,6.5,81305,"Comedy, Romance",9679401,1,1,10201,FALSE,FALSE,FALSE,15.9555768391076,16.085510680485,0.138753058823529,1.13875305882353,"Bajo","2010s"
"tt1667310","Legami di sangue",2012,"France, USA","English",95,1.2e+07,1946254,66351,6.3,37643,"Crime, Drama, Thriller",1879903,1,0,9025,FALSE,FALSE,FALSE,16.3004172910856,14.4467312696725,-0.843341416666667,0.156658583333333,"Medio","2010s"
"tt1667353","Biancaneve",2012,"USA, Canada","English",106,8.5e+07,183018522,64935167,5.6,82866,"Adventure, Comedy, Drama",118083355,1,0,11236,FALSE,FALSE,FALSE,18.2581618262193,18.5869013398218,0.389215941176471,1.38921594117647,"Alto","2010s"
"tt1667889","L'era glaciale 4 - Continenti alla deriva",2012,"USA","English",88,9.5e+07,877244782,161321843,6.6,187558,"Animation, Adventure, Comedy",715922939,1,1,7744,FALSE,TRUE,FALSE,18.3693874600911,20.3890830934345,6.53603093684211,7.53603093684211,"Alto","2010s"
"tt1668191","Av Mevsimi",2010,"Turkey","Turkish",140,4e+06,12571431,NA,7.4,30548,"Crime, Drama, Mystery",7542858.6,0,0,19600,FALSE,FALSE,FALSE,15.2018051690841,15.8361119253787,0.88571465,1.88571465,"Bajo","2010s"
"tt1670345","Now You See Me - I maghi del crimine",2013,"USA, France","English",115,7.5e+07,351723989,117723989,7.3,585135,"Crime, Mystery, Thriller",2.34e+08,1,0,13225,FALSE,FALSE,FALSE,18.1329986848339,19.2708316775955,2.12,3.12,"Alto","2010s"
"tt1673434","The Twilight Saga: Breaking Dawn - Parte 2",2012,"USA","English",115,1.2e+08,829746820,292324737,5.5,226618,"Adventure, Drama, Fantasy",537422083,1,1,13225,FALSE,TRUE,FALSE,18.6030023090797,20.1022943474584,3.47851735833333,4.47851735833333,"Muy Alto","2010s"
"tt1673697","The Sapphires",2012,"Australia","English",103,1e+07,20423628,2450867,7,13017,"Biography, Comedy, Drama",17972761,1,1,10609,FALSE,FALSE,FALSE,16.1180957509583,16.7043679475611,0.7972761,1.7972761,"Medio","2010s"
"tt1674771","Entourage",2015,"USA","English",104,3e+07,49263404,32363404,6.6,75015,"Comedy",16900000,1,1,10816,FALSE,FALSE,FALSE,17.2167079729598,16.6428242390649,-0.436666666666667,0.563333333333333,"Medio","2010s"
"tt1674784","Trespass",2011,"USA, Bulgaria","English",91,3.5e+07,10117966,24094,5.3,41154,"Crime, Drama, Thriller",10093872,1,0,8281,FALSE,FALSE,FALSE,17.3708586480251,16.1274391640715,-0.711603657142857,0.288396342857143,"Medio","2010s"
"tt1675192","Take Shelter",2011,"USA","English",121,5e+06,3741098,1730296,7.4,89361,"Drama, Horror, Thriller",2010802,1,1,14641,FALSE,FALSE,FALSE,15.4249486703984,14.514044702743,-0.5978396,0.4021604,"Bajo","2010s"
"tt1677720","Ready Player One",2018,"USA, India","English",140,1.75e+08,582893671,137690172,7.5,353913,"Action, Adventure, Sci-Fi",445203499,1,0,19600,FALSE,TRUE,FALSE,18.9802965376021,19.91404203897,1.54401999428571,2.54401999428571,"Muy Alto","2010s"
"tt1679335","Trolls",2016,"USA","English",92,1.25e+08,346864462,153707064,6.5,70238,"Animation, Adventure, Comedy",193157398,1,1,8464,FALSE,FALSE,FALSE,18.6438243032666,19.0790159533581,0.545259184,1.545259184,"Muy Alto","2010s"
"tt1680114","Snowtown",2011,"Australia","English",119,2e+06,1349387,8452,6.6,16719,"Biography, Crime, Drama",1340935,1,1,14161,FALSE,FALSE,FALSE,14.5086582385241,14.108878435547,-0.3295325,0.6704675,"Bajo","2010s"
"tt1682180","Stoker",2013,"UK, USA","English",99,1.2e+07,12077441,1714221,6.8,101591,"Drama, Mystery, Thriller",10363220,1,0,9801,FALSE,FALSE,FALSE,16.3004172910856,16.1537736538098,-0.136398333333333,0.863601666666667,"Medio","2010s"
"tt1684233","Welcome to the Punch - Nemici di sangue",2013,"UK, USA","English",99,8500000,3926386,9747,6.1,31649,"Action, Crime, Thriller",3916639,1,0,9801,FALSE,FALSE,FALSE,15.9555768391076,15.1807447013525,-0.539218941176471,0.460781058823529,"Bajo","2010s"
"tt1686039","Five Minarets in New York",2010,"Turkey, USA","Turkish",119,5e+06,23423390,NA,5.8,14394,"Action, Thriller",14054034,0,0,14161,FALSE,FALSE,FALSE,15.4249486703984,16.4584201011254,1.8108068,2.8108068,"Bajo","2010s"
"tt1686821","Vampire Academy",2014,"USA, UK","English",104,3e+07,15642346,7791979,5.5,51108,"Action, Comedy, Drama",7850367,1,0,10816,FALSE,FALSE,FALSE,17.2167079729598,15.8760709676407,-0.7383211,0.2616789,"Medio","2010s"
"tt1690953","Cattivissimo me 2",2013,"USA, France, Japan","English",98,7.6e+07,970766005,368065385,7.3,363248,"Animation, Adventure, Comedy",602700620,1,0,9604,FALSE,TRUE,FALSE,18.1462439114085,20.2169311488161,6.93027131578947,7.93027131578947,"Alto","2010s"
"tt1691916","Prima di domani",2017,"USA","English",98,5e+06,16373843,12241122,6.4,44619,"Drama, Fantasy, Mystery",4132721,1,1,9604,FALSE,FALSE,FALSE,15.4249486703984,15.2344468277426,-0.1734558,0.8265442,"Bajo","2010s"
"tt1691917","Planes",2013,"USA","English",91,5e+07,239258712,90288712,5.7,41636,"Animation, Adventure, Comedy",148970000,1,1,8281,FALSE,FALSE,FALSE,17.7275335833924,18.8192555080685,1.9794,2.9794,"Alto","2010s"
"tt1692486","Carnage",2011,"France, Germany, Poland, Spain, USA","English",80,2.5e+07,30722632,2547047,7.2,117456,"Comedy, Drama",28175585,1,0,6400,FALSE,FALSE,FALSE,17.0343864228325,17.1539664162541,0.1270234,1.1270234,"Medio","2010s"
"tt1694020","Parto con mamma",2012,"USA","English",95,4e+07,41863726,37134215,5.7,35011,"Comedy, Drama",4729511,1,1,9025,FALSE,FALSE,FALSE,17.5043900370782,15.3693325838982,-0.881762225,0.118237775,"Medio","2010s"
"tt1698641","Una fantastica e incredibile giornata da dimenticare",2014,"USA","English",81,2.8e+07,100654149,66954149,6.2,39946,"Comedy, Family",33700000,1,1,6561,FALSE,FALSE,FALSE,17.1477151038538,17.3330084249962,0.203571428571429,1.20357142857143,"Medio","2010s"
"tt1700841","Sausage Party - Vita segreta di una salsiccia",2016,"USA, Canada","English",89,1.9e+07,140705322,97685686,6.1,171982,"Animation, Adventure, Comedy",43019636,1,0,7921,FALSE,FALSE,FALSE,16.7599495897623,17.5771672438324,1.26419136842105,2.26419136842105,"Medio","2010s"
"tt1702425","Casa de mi Padre",2012,"USA, Mexico","Spanish",84,6e+06,8446952,5909483,5.5,20039,"Comedy, Western",2537469,0,0,7056,FALSE,FALSE,FALSE,15.607270193859,14.7466780796022,-0.5770885,0.4229115,"Bajo","2010s"
"tt1702439","Vicino a te non ho paura",2013,"USA","English",115,2.8e+07,97594140,71349120,6.7,102481,"Drama, Romance, Thriller",26245020,1,1,13225,FALSE,FALSE,FALSE,17.1477151038538,17.0829868528206,-0.0626778571428571,0.937322142857143,"Medio","2010s"
"tt1704573","Bernie",2011,"USA","English",99,5e+06,10173061,9206470,6.8,56279,"Biography, Comedy, Crime",966591,1,1,9801,FALSE,FALSE,FALSE,15.4249486703984,13.781531761926,-0.8066818,0.1933182,"Bajo","2010s"
"tt1705786","Cosa piove dal cielo?",2011,"Argentina, Spain","Spanish",93,5e+06,10911008,NA,7.3,16880,"Comedy, Drama",6546604.8,0,0,8649,FALSE,FALSE,FALSE,15.4249486703984,15.6944572748269,0.30932096,1.30932096,"Bajo","2010s"
"tt1706593","Chronicle",2012,"USA","English",89,1.2e+07,126636097,64575175,7,237285,"Drama, Sci-Fi, Thriller",62060922,1,1,7921,FALSE,FALSE,FALSE,16.3004172910856,17.9436270895777,4.1717435,5.1717435,"Medio","2010s"
"tt1706620","Snowpiercer",2013,"South Korea, Czech Republic","English",126,39200000,86758912,4563650,7.1,307353,"Action, Drama, Sci-Fi",82195262,1,0,15876,FALSE,FALSE,FALSE,17.4841873302709,18.2246082306286,1.09681790816327,2.09681790816327,"Medio","2010s"
"tt1707386","Les MisÃ©rables",2012,"UK, USA","English",158,6.1e+07,441809770,148809770,7.6,302721,"Drama, History, Musical",2.93e+08,1,0,24964,FALSE,TRUE,FALSE,17.926384438531,19.4956831703943,3.80327868852459,4.80327868852459,"Alto","2010s"
"tt1711425","Un compleanno da leoni",2013,"USA","English",93,1.3e+07,48065672,25682380,5.8,71322,"Comedy",22383292,1,1,8649,FALSE,FALSE,FALSE,16.3804599923489,16.9238253903278,0.721791692307692,1.72179169230769,"Medio","2010s"
"tt1711525","La festa prima delle feste",2016,"USA","English",105,4.5e+07,114501299,54767494,5.8,66300,"Comedy",59733805,1,1,11025,FALSE,FALSE,FALSE,17.6221730699568,17.9054086827521,0.327417888888889,1.32741788888889,"Medio","2010s"
"tt1712170","Alex Cross - La memoria del killer",2012,"USA, France","English",101,3.5e+07,34618867,25888412,5.1,31958,"Action, Crime, Mystery",8730455,1,0,10201,FALSE,FALSE,FALSE,17.3708586480251,15.9823281601286,-0.750558428571429,0.249441571428571,"Medio","2010s"
"tt1712192","Message from the King",2016,"UK, France, Belgium, USA","English",102,1e+07,315132,NA,6.4,11778,"Action, Crime, Drama",189079.2,1,0,10404,FALSE,FALSE,FALSE,16.1180957509583,12.1499265426599,-0.98109208,0.01890792,"Medio","2010s"
"tt1712261","Codice 999",2016,"USA","English",115,2e+07,23177948,12639297,6.3,64354,"Action, Crime, Thriller",10538651,1,1,13225,FALSE,FALSE,FALSE,16.8112428815183,16.1705601991602,-0.47306745,0.52693255,"Medio","2010s"
"tt1714203","Piranha 3DD",2012,"USA, Japan","English",83,5e+06,8518634,376512,3.7,39343,"Comedy, Horror",8142122,1,0,6889,FALSE,FALSE,FALSE,15.4249486703984,15.9125615147843,0.6284244,1.6284244,"Bajo","2010s"
"tt1714206","The Spectacular Now",2013,"USA","English",95,2500000,6918591,6854611,7.1,142070,"Comedy, Drama, Romance",63980,1,1,9025,FALSE,FALSE,FALSE,14.7318016898383,11.0663414432657,-0.974408,0.025592,"Bajo","2010s"
"tt1714209","Nella terra del sangue e del miele",2011,"USA","Bosnian",127,1.3e+07,1203699,303877,4.5,33210,"Drama, Romance, War",899822,0,1,16129,FALSE,FALSE,FALSE,16.3804599923489,13.7099533562984,-0.930782923076923,0.0692170769230769,"Medio","2010s"
"tt1714915","Solo gli amanti sopravvivono",2013,"UK, Germany, Greece, France","English",123,7e+06,7609187,1879534,7.3,88473,"Comedy, Drama, Fantasy",5729653,1,0,15129,FALSE,FALSE,FALSE,15.7614208498767,15.5611657029236,-0.181478142857143,0.818521857142857,"Bajo","2010s"
"tt1715336","Anna",2013,"Spain, USA, UK, France","English",99,7e+06,1257142,4288,6.5,21130,"Drama, Mystery, Sci-Fi",1252854,1,0,9801,FALSE,FALSE,FALSE,15.7614208498767,14.0409355049153,-0.821020857142857,0.178979142857143,"Bajo","2010s"
"tt1716777","Una famiglia all'improvviso",2012,"USA","English",114,1.6e+07,12558931,12434778,7.1,41031,"Comedy, Drama",124153,1,1,12996,FALSE,FALSE,FALSE,16.5880993427041,11.7292780095071,-0.9922404375,0.0077595625,"Medio","2010s"
"tt1720616","Friends with Kids",2011,"USA","English",107,1e+07,13041254,7251073,6.1,40658,"Comedy, Drama, Romance",5790181,1,1,11449,FALSE,FALSE,FALSE,16.1180957509583,15.5716742825612,-0.4209819,0.5790181,"Medio","2010s"
"tt1723121","Come ti spaccio la famiglia",2013,"USA, UK","English",110,3.7e+07,269994119,150394119,7,395325,"Comedy, Crime",119600000,1,0,12100,FALSE,FALSE,FALSE,17.4264284976355,18.599663407842,2.23243243243243,3.23243243243243,"Medio","2010s"
"tt1723811","Shame",2011,"UK, Canada, USA","English",101,6500000,19123767,3909002,7.2,180055,"Drama",15214765,1,0,10201,FALSE,FALSE,FALSE,15.687312888712,16.5377769616353,1.34073307692308,2.34073307692308,"Bajo","2010s"
"tt1724970","Beyond Skyline",2017,"USA, Canada, Indonesia, UK, China, Singapore","English",106,1.4e+07,992181,NA,5.3,17774,"Action, Adventure, Sci-Fi",595308.6,1,0,11236,FALSE,FALSE,FALSE,16.4545679590081,13.2968368853343,-0.957477957142857,0.0425220428571429,"Medio","2010s"
"tt1726592","Before I Go to Sleep",2014,"UK, USA, France, Sweden","English",92,2.2e+07,17669776,3242457,6.3,69924,"Drama, Horror, Mystery",14427319,1,0,8464,FALSE,FALSE,FALSE,16.9065530567771,16.4846341893155,-0.344212772727273,0.655787227272727,"Medio","2010s"
"tt1726669","Killer Joe",2011,"USA","English",102,1.1e+07,4633668,1987762,6.7,71587,"Crime, Drama, Thriller",2645906,1,1,10404,FALSE,FALSE,FALSE,16.2134059216717,14.7885244756471,-0.759463090909091,0.240536909090909,"Medio","2010s"
"tt1727388","C'era una volta un'estate",2013,"USA","English",103,5e+06,26474920,21506546,7.4,138403,"Comedy, Drama",4968374,1,1,10609,FALSE,FALSE,FALSE,15.4249486703984,15.4186033828385,-0.0063252,0.9936748,"Bajo","2010s"
"tt1727776","Manuale scout per l'apocalisse zombie",2015,"USA","English",93,1.5e+07,16137046,3703046,6.3,44058,"Action, Comedy, Horror",12434000,1,1,8649,FALSE,FALSE,FALSE,16.5235608257331,16.3359452942361,-0.171066666666667,0.828933333333333,"Medio","2010s"
"tt1727824","Bohemian Rhapsody",2018,"UK, USA","English",134,5.2e+07,906884690,216668042,8,433549,"Biography, Drama, Music",690216648,1,0,17956,FALSE,TRUE,FALSE,17.7667542957765,20.3525160903309,12.2733970769231,13.2733970769231,"Alto","2010s"
"tt1730768","La signora dello zoo di Varsavia",2017,"Czech Republic, UK, USA","English",127,2e+07,26152835,17571660,7,37379,"Biography, Drama, History",8581175,1,0,16129,FALSE,FALSE,FALSE,16.8112428815183,15.9650815250089,-0.57094125,0.42905875,"Medio","2010s"
"tt1731141","Ender's Game",2013,"USA","English",114,1.1e+08,125544024,61737191,6.6,220351,"Action, Adventure, Fantasy",63806833,1,1,12996,FALSE,FALSE,FALSE,18.5159909328476,17.971370858566,-0.419937881818182,0.580062118181818,"Muy Alto","2010s"
"tt1731697","Le streghe di Salem",2012,"USA, UK, Canada","English",101,1500000,1544989,1165882,5.1,26992,"Horror, Thriller",379107,1,0,10201,FALSE,FALSE,FALSE,14.2209763327389,12.8455764038932,-0.747262,0.252738,"Bajo","2010s"
"tt1731701","Barely Lethal - 16 anni e spia",2015,"USA","English",96,1.5e+07,933847,6075,5.4,19652,"Action, Comedy",927772,1,1,9216,FALSE,FALSE,FALSE,16.5235608257331,13.740542369777,-0.938148533333333,0.0618514666666667,"Medio","2010s"
"tt1735898","Biancaneve e il cacciatore",2012,"USA, UK","English",127,1.7e+08,396592829,155332381,6.1,269500,"Action, Adventure, Drama",241260448,1,0,16129,FALSE,FALSE,FALSE,18.9513090008969,19.3013876091625,0.419179105882353,1.41917910588235,"Muy Alto","2010s"
"tt1741243","I truffatori",2013,"USA","English",112,5e+06,10080,8088,5.9,10480,"Action, Comedy, Crime",1992,1,1,12544,FALSE,FALSE,FALSE,15.4249486703984,7.59739632021279,-0.9996016,0.0003984,"Bajo","2010s"
"tt1741273","Il segreto dei suoi occhi",2015,"USA, UK, Spain, South Korea","English",111,19500000,34854990,20180155,6.3,42046,"Crime, Drama, Mystery",14674835,1,0,12321,FALSE,FALSE,FALSE,16.785925074816,16.5016447481475,-0.247444358974359,0.752555641025641,"Medio","2010s"
"tt1742044","Jersey Boys",2014,"USA","English",134,4e+07,67647013,47047013,6.8,32397,"Biography, Drama, Music",20600000,1,1,17956,FALSE,FALSE,FALSE,17.5043900370782,16.8408016823035,-0.485,0.515,"Medio","2010s"
"tt1742334","Sabotage",2014,"USA","English",109,3.5e+07,22126842,10508518,5.7,58237,"Action, Crime, Drama",11618324,1,1,11881,FALSE,FALSE,FALSE,17.3708586480251,16.2680941509771,-0.668047885714286,0.331952114285714,"Medio","2010s"
"tt1742336","Your Sister's Sister",2011,"USA","English",90,125000,3242802,1636190,6.7,25829,"Comedy, Drama, Romance",1606612,1,1,8100,FALSE,FALSE,FALSE,11.7360770162524,14.2896387943112,11.852896,12.852896,"Bajo","2010s"
"tt1742650","Ma come fa a far tutto?",2011,"USA","English",89,2.4e+07,31410151,9662284,4.9,19240,"Comedy, Romance",21747867,1,1,7921,FALSE,FALSE,FALSE,16.9935644299789,16.8950262877059,-0.093838875,0.906161125,"Medio","2010s"
"tt1747958","Blood Ties - La legge del sangue",2013,"France, USA","English",127,25500000,2566435,42472,6.5,18721,"Action, Crime, Drama",2523963,1,0,16129,FALSE,FALSE,FALSE,17.0541890493443,14.741341239467,-0.901021058823529,0.0989789411764706,"Medio","2010s"
"tt1748122","Moonrise Kingdom - Una fuga d'amore",2012,"USA","English",94,1.6e+07,68263166,45512466,7.8,311669,"Comedy, Drama, Romance",22750700,1,1,8836,FALSE,FALSE,FALSE,16.5880993427041,16.9401065160733,0.42191875,1.42191875,"Medio","2010s"
"tt1748197","Setup",2011,"USA","English",85,2e+07,2140476,NA,4.4,20336,"Action, Crime, Drama",1284285.6,1,1,7225,FALSE,FALSE,FALSE,16.8112428815183,14.0657139470474,-0.93578572,0.06421428,"Medio","2010s"
